40.2	-74.85	0.75
40.2	-74.75	0.4871794871794872
40.2	-74.8	0.5652173913043478
40.15	-74.8	0.4
40.25	-74.7	0.0
40.3	-74.7	0.6666666666666666
40.25	-74.8	0.4307692307692308
40.25	-74.75	1.0
40.1	-74.9	0.6666666666666666
40.45	-74.3	0.5128205128205128
40.65	-74.0	0.5224099926524615
40.8	-73.95	0.5235861100472361
40.8	-73.9	0.49877149877149873
40.7	-74.0	0.5133271068323874
41.9	-87.7	0.5377358490566038
41.85	-87.75	0.5073891625615764
41.85	-87.7	0.5645161290322581
42.05	-88.05	0.6
41.75	-87.9	0.5
38.15	-84.9	0.6904761904761905
38.15	-84.95	0.5
39.1	-84.5	0.5625
40.05	-83.0	0.4640883977900553
39.95	-83.05	0.5208333333333334
39.8	-83.15	0.0
39.5	-83.85	1.0
39.35	-84.2	0.0
38.5	-84.6	0.0
38.35	-84.6	1.0
43.8	-79.25	0.5901639344262295
43.75	-79.35	0.4807692307692307
43.75	-79.45	0.525
43.8	-79.35	0.8
43.75	-79.4	0.5
37.5	-77.5	0.48571428571428577
37.5	-77.45	0.5434782608695652
37.55	-77.5	0.512
37.45	-77.55	0.5876288659793815
37.45	-77.6	0.4411764705882353
38.15	-79.05	0.0
41.5	-95.9	0.2857142857142857
41.55	-95.95	1.0
41.5	-95.95	0.7
41.25	-95.8	0.0
34.2	-118.65	0.5277777777777778
30.35	-91.15	0.5263157894736842
30.4	-91.1	0.5343511450381679
30.4	-91.15	0.5652173913043478
30.35	-91.1	0.2222222222222222
41.2	-85.9	0.5555555555555556
41.2	-85.85	0.4666666666666667
41.25	-85.85	1.0
41.25	-85.9	0.6666666666666666
41.4	-86.4	0.5
33.55	-84.3	0.4193548387096774
33.55	-84.35	0.5058823529411764
33.75	-84.45	0.5160975609756098
33.6	-84.3	0.8571428571428571
33.6	-84.4	0.38095238095238093
39.65	-79.9	0.5161290322580645
36.3	-86.45	0.3846153846153846
36.35	-86.5	0.0
36.35	-86.45	0.4
36.3	-86.7	0.6666666666666666
36.2	-86.8	0.5
36.1	-86.8	0.47619047619047616
26.15	-80.15	0.47058823529411764
26.35	-80.1	0.3571428571428571
26.25	-80.1	0.2727272727272727
26.1	-80.15	0.4444444444444444
25.95	-80.25	0.5129533678756477
25.75	-80.2	0.5882352941176471
26.1	-80.2	0.5773195876288659
26.25	-80.15	0.6666666666666666
33.9	-117.35	0.4285714285714286
33.9	-117.2	0.5
33.9	-117.25	0.5169811320754717
33.85	-117.35	0.375
33.9	-117.3	0.5679012345679012
33.9	-117.15	0.33333333333333337
38.9	-77.05	0.5063715627095908
38.7	-77.15	0.4657534246575342
37.25	-77.4	0.5454545454545454
37.2	-77.4	0.5079365079365079
40.6	-73.95	0.527736131934033
29.65	-95.65	0.5833333333333334
29.5	-95.55	0.4195804195804196
29.65	-95.7	0.375
29.65	-95.6	0.5697674418604651
29.55	-95.6	0.3571428571428571
29.6	-95.55	0.5590062111801242
29.45	-95.45	0.0
29.7	-95.65	0.5254237288135594
29.5	-95.5	0.38181818181818183
29.5	-95.4	0.7142857142857143
29.55	-95.4	0.6521739130434783
29.55	-95.65	0.6
32.3	-90.25	0.4512195121951219
33.15	-87.6	0.29166666666666663
33.2	-87.55	0.5588235294117647
33.2	-87.6	0.5952380952380952
33.15	-87.3	0.33333333333333337
26.2	-80.2	0.5161290322580645
39.95	-75.3	0.38383838383838387
40.6	-74.05	0.5
40.6	-74.0	0.5396825396825397
25.6	-80.4	0.5
25.55	-80.4	0.4568965517241379
25.6	-80.35	0.7142857142857143
25.65	-80.45	0.5714285714285714
41.45	-81.55	0.49295774647887325
41.45	-81.6	0.4782608695652174
41.5	-81.45	0.48484848484848486
41.3	-81.4	1.0
41.15	-73.2	0.5375722543352601
41.2	-73.2	0.5032258064516129
41.15	-73.15	0.6025641025641025
33.75	-84.4	0.5092067988668555
30.05	-96.05	0.5
41.35	-83.65	0.43243243243243246
41.55	-83.7	0.5714285714285714
41.4	-83.65	0.5277777777777778
41.55	-81.6	0.47916666666666663
41.5	-81.6	0.4979423868312757
41.65	-81.4	0.4
41.55	-81.55	0.47085201793721976
41.4	-81.85	0.6
33.6	-84.45	0.5625
33.85	-84.5	0.45871559633027525
38.8	-77.1	0.5148514851485149
38.85	-77.25	0.5714285714285714
38.75	-77.15	0.35
38.8	-77.15	0.49677419354838714
38.9	-77.15	0.6666666666666666
38.85	-77.05	0.5313351498637602
38.85	-77.1	0.4834123222748815
40.7	-74.05	0.5210580380071905
39.0	-77.1	0.4769230769230769
26.2	-80.25	0.4576271186440678
26.0	-80.2	0.42307692307692313
25.9	-80.25	0.4828571428571429
40.75	-73.6	0.5173501577287066
43.75	-79.25	0.5
43.75	-79.3	0.4565217391304348
43.7	-79.25	0.5714285714285714
43.9	-78.9	0.5151515151515151
43.8	-79.05	0.5
43.85	-79.0	0.6923076923076923
29.6	-95.5	0.5365853658536586
29.6	-95.35	0.4
29.65	-95.35	0.6
29.65	-95.5	0.5714285714285714
29.6	-95.3	0.5625
29.75	-95.4	0.48013245033112584
29.7	-95.5	0.5465116279069767
29.65	-95.45	0.4887218045112782
29.7	-95.45	0.4817518248175182
30.35	-97.7	0.5444444444444444
29.75	-95.1	0.66
29.75	-95.15	0.43243243243243246
29.75	-95.35	0.41666666666666663
39.4	-76.8	0.4464285714285714
30.8	-83.35	0.5098039215686274
30.85	-83.3	0.5638297872340425
32.05	-84.3	0.6666666666666666
32.05	-84.25	0.5677966101694916
38.95	-77.0	0.4961832061068703
38.9	-77.0	0.5365168539325843
39.25	-76.65	0.5052264808362369
39.1	-76.85	0.4571428571428572
38.95	-76.9	0.49404761904761907
33.95	-84.2	0.44303797468354433
33.95	-84.25	0.5277777777777778
34.0	-84.15	1.0
34.0	-84.2	0.0
40.65	-74.05	0.6887417218543046
33.7	-84.45	0.5131707317073171
40.9	-74.2	0.5690140845070423
40.65	-74.2	0.4513274336283186
30.8	-83.3	0.5027624309392266
30.85	-83.35	0.75
40.65	-73.95	0.5117589071961696
40.75	-73.9	0.5450819672131147
40.7	-73.85	0.5607675906183369
40.7	-73.9	0.5063091482649842
40.75	-73.95	0.5286821705426357
40.4	-79.9	0.48
40.35	-79.9	0.5
40.3	-79.9	0.6486486486486487
40.4	-79.95	0.5472972972972973
40.3	-79.85	0.4651162790697675
33.8	-84.4	0.4790123456790123
33.8	-84.45	0.4402985074626866
33.95	-84.35	0.43181818181818177
33.9	-84.4	0.54375
33.9	-84.35	0.5705521472392638
33.85	-84.35	0.5039370078740157
25.8	-80.3	0.6857142857142857
25.8	-80.25	0.6021505376344086
25.75	-80.4	0.5384615384615384
25.75	-80.3	0.6521739130434783
25.95	-80.3	0.54
25.95	-80.15	0.75
26.0	-80.3	0.5692307692307692
26.0	-80.35	0.5234899328859061
25.85	-80.3	0.5671641791044776
35.7	-80.4	0.0
35.8	-80.15	0.5
36.1	-79.75	0.0
36.1	-79.8	0.625
36.15	-79.8	0.6666666666666666
36.1	-79.85	0.56
36.05	-79.8	0.46434782608695657
36.05	-79.45	0.34615384615384615
36.05	-79.5	0.33333333333333337
43.05	-83.7	0.5227272727272727
40.7	-73.75	0.5268948655256723
40.65	-73.75	0.5105348460291734
40.7	-73.6	0.5013623978201635
40.85	-73.9	0.5170751305745279
40.7	-74.25	0.5386949924127465
40.7	-74.3	0.5707070707070707
40.65	-74.25	0.5079365079365079
41.1	-73.9	1.0
41.0	-73.8	0.5170731707317073
41.8	-87.9	0.33333333333333337
